Organization,Program,Program Division,Program Branch,BU,Business Unit,DeptID,Department,Position,Title,Job Code,Classification,Direct Reports,Indirect Reports,City,Position Status,Reg Temp,Full or Part-Tme,Budgeted Position,Supervisor Position,Supervisor Name,Empty,Vacant,True Vacancy,Future Vacancy,Months Last Filled,Last Filled By Base Incumbent,Months Last Filled  By Base Incumbent,Employee DeptID,Empl ID,Empl Status,Appt Status,Age,Employee Jobcode,Employee  Classification,Grade,Step,Salary type,Type,Standard Hours,Base,Position Jobcode Max Annual Rate,Employee Jobcode Max Annual Rate,Annual Rate,ABBR,Salary Admin Plan,AMA,AMA Limit Date,CAD,CAD Limit Date,SPP,SPP Limit Date,TAJ,TAJ Limit Date,Future Termination Date,Future Termination Reason,TA Status,TA Start Date,TA Return Date,TA Return BU,TA Return DeptID,TA Return Jobcode,TA Return Gate,TA Return Position,TA Return Supervisor,TA Return ABBR,Leave Reason,Leave Start Date,Leave Return Date
Citizens Services,OCIO Corporate Information & Records Mgmt Office,CIRMO-Government Records Service,SS-CIRMO-Records Management Op,BC112,Citizens' Services,112-0105,SS-CIRMO-Records Management Op,508010,Quality Assurance Lead,1000000,ISL 24R,,,Revelstoke,Frozen,R,P,Y,09509913,"Karsyn,Colum",Y,Y,,,32,,,,Ext In,,,,,,,,,,,,,,2019-11-28,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC Public Service Agency,Human Resources Services and Solutions,Talent Acquisition and Classification Services ,Recruitment Services,BC100,BC Public Service Agency,100-3531,Recruitment Services,551103,Records Cent Serv Intake Coord,1000000,CLK 09R,2,,Hazelton,Approved,T,P,N,36714598,"Conlyn,Aron",,,,,,,,,,48337,48337,48337,48337,PEA,,,,,,,,,2013-10-25,Redundant,,,425756,Active,Auxilliary less than 1827,39,551103,WAIP,S12,5,Uprange Salary,35,,100-3531,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Procurement Services,SS-PSD-BC Bid Implementation,BC067,Product Services,067-0134,SS-PSD-BC Bid Implementation,508013,Senior Team Leader,1000000,ISL 30R,,,Powell River,Frozen,T,F,N,47117434,"Marshall,Neshawn",Y,Y,,,12,,,,,,,,,,,,,,,,,,2022-06-25,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justice,Liquor & Cannabis Regulation Branch,Licensing,Licensing,BC010,Public Safety & Sol General,010-4011,Licencing LCRB,508013,Network Security Architect,1000000,ISL 30R,,2,Williams Lake,Frozen,T,F,N,86624860,"Luciano,Nuada",,,,Y,,,,,Int Out,83538,,,,PEA,,,,,,,,,2014-06-23,Resignation,,,768618,Leave W/Py,Auxilliary less than 1827,20,508013,FO 27R,MS1,3,Standard,35,,010-4011,,Ext In,2016-12-20,2021-07-23,508013,MS1,96765911,"Leilan,Kajetan",56939,BC010,010-4011,,,
Citizens Services,OCIO Enterprise Services,Planning and Performance Branch,OES RU Enterprise Design Sv,BC112,Citizens' Services,112-0071,OES Planning & Performance,508011,Senior Technology Analyst,1000000,ISL 27R,,12,Dawson Creek,Frozen,R,F,Y,32886034,"Derrin,Iman",,,Y,Y,,,,,,107143,107143,107143,107143,GEU,,,,,,,,,2021-08-08,Resignation,,,969077,Leave,Regular,64,508011,Sr App Dev,B1,5,Standard,35,B,112-0071,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps INE,  Princeton",BC112,Citizens' Services,112-3604,"CS-SBC - SDOps INE,  Princeton",551104,Branch Operations Admin,1000000,CLK 12R,,15,Victoria,Frozen,R,F,N,63224399,"Tait,Gallagher",Y,Y,Y,Y,80,Y,93,,,,,,,,,,,,,,,,2018-09-26,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Connectivity,Connected Communities,CON Connected Communities,BC112,Citizens' Services,112-0143,CON Connected Communities,551103,Product Support Clerk,1000000,CLK 09R,,,Port Alberni,Approved,R,F,N,41001008,"Campbell,Saad",Y,Y,,,24,Y,52,,,44333,44333,44333,44333,GEU,,,,,,,,,2015-05-31,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Service Management Branch,SS-TS-Serv Integration & Ops,BC112,Citizens' Services,112-0061,SS-TS-Serv Integration & Ops,508011,"Manager, Virtual Asst Tech",1000000,ISL 27R,4,,Ucluelet,Proposed,R,P,N,36030129,"Jakey,Wylie",Y,Y,Y,Y,145,Y,93,,,45505,45505,45505,45505,MGT,,,,,,,,,2010-05-06,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Mail DigitalMailroom,BC067,Product Services,067-5183,SS-PSD-BC Mail DigitalMailroom,508011,Warehouse Content Mgmt,1000000,ISL 27R,10,12,Creston,Proposed,R,P,N,09089937,"Reed,Orlando",Y,Y,Y,Y,172,,,,,85007,85007,85007,85007,QP,,,,,,,,,2021-03-13,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-AIR Director & Fin,BC067,Product Services,067-5150,SS-PSD-AIR Director & Fin,185002,"Manager, Human Resources/Workf",1000000,Band 2,5,1,Maple Ridge,Approved,T,F,N,18403514,"Tariq-Jay,Campbell",Y,Y,,Y,103,,,,,104162,104162,104162,104162,QP,,,,,,,,,2010-10-05,Redundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Information Security,OES RU INFO SECURITY,BC112,Citizens' Services,112-6151,OES ISB Strat Init Support,508013,Chapter Lead DevOps,1000000,ISL 30R,5,4,Bella Coola,Frozen,R,P,N,83890500,"Tymon,Maias",,,,Y,,,,,,,,,,,,,,,,,,,2012-12-10,Retired,,,247118,Leave W/Py,Regular,43,508013,CLK ST 09R,AC,1,Classification Adjustment,35,,112-6151,,Int In,2018-11-07,2021-11-25,508013,AC,22036159,"Anish,Matthew-William",50674,BC112,112-6151,,,
"Energy, Mines and Low Carbon Innovation","Mines Health, Safety & Enforcement ",MHSE Compliance Audit & Effect,,BC057,"Energy, Mines & Low Carb Inn.",057-6200,MHSE Compliance Audit & Effect,351104,Administrative Assistant,1000000,CLK 12R,,11,Terrace,Proposed,R,P,Y,27369445,"Sukhpal,Kyhran",,,,Y,,,,,Ext In,93201,93201,93201,93201,QP,,,,,,,,,2012-12-06,Job Ends/End of Recall Limit,,,786239,Active,Regular,32,351104,FO 21R,24A,1,Uprange Salary,35,,057-6200,,Int In,2011-10-22,2021-06-22,351104,24A,24516675,"Reuben,Guerin",108994,BC057,057-6200,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps VI/SC,Victoria",BC112,Citizens' Services,112-3560,"CS-SBC - SDOps VI/SC,Victoria",185003,"Director, Executive Operations",1000000,Band 3,,,Campbell River,Approved,R,P,N,51166127,"Maksim,Fearghus",,,Y,Y,,,,,,72319,72319,72319,72319,MGT,,,,,,,,,2019-11-30,Redundant,,,513372,Active,Auxilliary less than 1827,29,185003,XML Editor,15,4,Underimplemented,35,,112-3560,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps SE,  Invermere",BC112,Citizens' Services,112-3583,"CS-SBC - SDOps SE,  Invermere",551501,Project and Promotions Adminis,1000000,ADMN O 15R,2,5,Oliver,Frozen,T,P,Y,59906619,"Vincenzo,Zein",Y,Y,Y,,150,Y,200,,,118311,,,,GEU,,,,,,,,,2019-11-04,Retired,,,,,,,,,,,,,,,,Int In,2013-07-13,2022-02-18,551501,,26539097,"Steven,Finnan",104782,BC112,112-3583,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Mail Vic Delivery,BC067,Product Services,067-5182,SS-PSD-BC Mail Vic Delivery,551104,Financial Services Clerk,1000000,CLK 12R,8,9,Duncan,Approved,R,F,N,15134821,"Maximilian,Chiron",Y,Y,,,45,Y,32,,Int In,105198,105198,105198,105198,QP,,,,,,,,,2020-05-09,Redundant,,,,,,,,,,,,,,,,,,,,,,,,,,Paid Absence Prior to Retiremt,2013-09-17,2021-06-02
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps VI/SC, Ucluelet",BC112,Citizens' Services,112-3566,"CS-SBC - SDOps VI/SC, Ucluelet",551052,Office Assistant 2,1000000,OFF AS 09R,,,Nelson,Frozen,T,P,Y,96199469,"Amolpreet,Artem",Y,Y,Y,Y,179,,,,,82391,82391,82391,82391,QP,,,,,,,,,2018-10-07,Redundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Corporate Services Division,Assistant Deputy Minister & EFO's Office,CS-CSD-ADM/EFO Office,BC112,Citizens' Services,112-5208,CS-CSD-ADM/EFO Office,508013,Senior Platform Administrator,1000000,ISL 30R,4,,Salmon Arm,Proposed,R,P,Y,00294170,"Darcy,Eihli",Y,Y,Y,,16,,,,,58634,58634,58634,58634,OEX,,,,,,,,,2018-11-13,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Service Management Branch,OES RU Service Management ED,BC112,Citizens' Services,112-6035,OES Order Management Branch,185006,Chief Digital Officer,1000000,Band 6,,,Quesnel,Frozen,R,P,Y,45567543,"Edward,Bjorn",Y,Y,Y,Y,43,Y,166,,,68266,68266,68266,68266,GEU,,,,,,,,,2012-09-16,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC Pension Corp,Information Technology Services,IT Engineering,ITS-Quality Assurance & Deploy,BC088,BC Pension Corp,088-6350,ITS-Quality Assurance & Deploy,508010,Senior Business Analyst,1000000,ISL 24R,14,,Squamish,Proposed,R,P,Y,84979062,"Tayler,Jamey",Y,Y,,Y,153,Y,66,,,96114,96114,96114,96114,OEX,,,,,,,,,2023-07-16,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Digital Workplace and Collaboration Services Branch,Operational Initiatives Unit,BC112,Citizens' Services,112-0577,OES Operational Initiatives,185003,"Sr Mgr, Digital Identity&Trust",1000000,Band 3,,13,Port Hardy,Proposed,R,F,Y,67333176,"Howie,Daniele",Y,Y,,Y,149,Y,26,,,40082,40082,40082,40082,PEA,,,,,,,,,2012-01-27,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Real Property Division,Workplace Development Services,SS-IWS-Env Steward &Tech Val,BC112,Citizens' Services,112-0553,SS-IWS-Env Steward &Tech Val,551505,Change Management Advisor,1000000,ADMN O 24R,,4,Clinton,Proposed,R,F,N,96849282,"Naif,Willum",Y,Y,Y,,170,,,,,82214,,,,QP,,,,,,,,,2010-05-26,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps INE,100 Mi. Hse",BC112,Citizens' Services,112-3623,"CS-SBC - SDOps INE,100 Mi. Hse",551503,Facilities Coordinator,1000000,ADMN O 18R,9,6,Valemount,Proposed,R,F,N,35971427,"Tomson,Guthrie",Y,Y,Y,,103,Y,188,,Ext In,,,,,,336,,,,,,,,2012-09-09,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Real Property Division,Real Estate Business Services,SS-RPD-RE Business Services,BC112,Citizens' Services,112-0551,SS-RPD-RE Business Services,553105,Office Manager,1000000,CLK ST 15R,,,Nakusp,Approved,T,P,N,69288629,"TJ,Lincon",,,,,,,,,Ext In,70455,70455,70455,70455,MGT,,,,,,,,,2014-05-15,Paid Absence Prior to Retiremt,,,228566,Leave W/Py,Auxilliary less than 1827,25,553105,ISL 27R,B1,3,Rehab Employment,35,,112-0551,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps SE, Kaslo",BC112,Citizens' Services,112-3584,"CS-SBC - SDOps SE, Kaslo",551505,Procurement Contract Specialis,1000000,ADMN O 24R,14,,Salmon Arm,Approved,T,F,Y,53591285,"Pieter,Eriz",,,,,,,,,Int In,48844,48844,48844,48844,MGT,,,,,,,,,2016-03-30,Resignation,,,339790,Leave,Regular,53,551505,ECON 27R,30A,5,Classification Adjustment,35,B,112-3584,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-KP Crown Publications,BC067,Product Services,067-7802,SS-PSD-KP Crown Publications,185004,"Dir, Ops & Privacy Mgmt",1000000,Band 4,,9,Port Alberni,Frozen,R,F,N,24087060,"Lorenz,Reiss",,,,,,,,,,94597,94597,94597,94597,GEU,,,,,,,,,2021-12-15,Job Ends/End of Recall Limit,,,998746,Leave W/Py,Regular,52,185004,FO 27R,19A,4,Rehab Employment,35,B,067-7802,,,,,,,,,,,,,,
Citizens Services,Government Digital Experience ,Public Engagement and Design,GDX RU Corporate Online Svce,BC112,Citizens' Services,112-5296,GDX-Business Comm Solutions,551505,Contract & Procurement Spec,1000000,ADMN O 24R,,4,Atlin,Approved,T,P,N,75346708,"Amrit,Jaz",,,Y,Y,,,,,,66399,66399,66399,66399,QP,,,,,,,,,2014-03-27,Layoff (With Recall),,,287912,Leave W/Py,Regular,62,551505,ISL 27R,B6,3,Standard,35,B,112-5296,,Int In,2012-01-29,2022-05-29,551505,B6,27885386,"Dion,Hadji",116757,BC112,112-5296,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps NW,  Smithers",BC112,Citizens' Services,112-3643,"CS-SBC - SDOps NW,  Smithers",551103,MPDP Production Clerk,1000000,CLK 09R,,15,Oliver,Approved,R,F,Y,11293879,"Malik,Dre",,,Y,,,,,,,108968,108968,108968,108968,PEA,,,,,,,,,2020-05-25,Job Ends/End of Recall Limit,,,821131,Leave W/Py,Auxilliary less than 1827,62,551103,AO-IPM 24R,MS2,1,Underimplemented,35,B,112-3643,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Network Communications and Collaboration Services,"OES Network, Comm & Collab",BC112,Citizens' Services,112-6080,"OES Network, Comm & Collab",551104,Training Administrator,1000000,CLK 12R,13,,Surrey,Proposed,T,F,N,83195745,"Mohd,Johansson",,,,,,,,,,68479,68479,68479,68479,GEU,,,,,,,,,2016-08-12,Job Ends/End of Recall Limit,,,387808,Leave,Auxilliary less than 1827,26,551104,ISL 24R,S12,4,Uprange Salary,35,B,112-6080,,Int Out,2019-11-03,2022-11-29,551104,S12,61184228,"Maneet,Abel",114594,BC112,112-6080,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC-SDOps INE, Bella Coola",BC112,Citizens' Services,112-3616,"CS-SBC-SDOps INE, Bella Coola",553103,Administrative Assistant,1000000,CLK ST 09R,6,8,Dease Lake,Approved,T,P,N,73696496,"Aulay,Mueez",,,,Y,,,,,,106972,106972,106972,106972,GEU,,,,,,,,,2014-12-29,Resignation,,,008520,Leave,Auxilliary less than 1827,63,553103,STO 18R,DM2,4,Uprange Salary,35,B,112-3616,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Information Management Branch,OES RU Info Management,BC112,Citizens' Services,112-0572,OES-IMB-Info Priv & Secur,508010,Scrum Master - Technical,1000000,ISL 24R,3,,Stewart,Proposed,R,P,Y,20361609,"Jeronimo,Kia",Y,Y,,Y,63,Y,20,,,78929,78929,78929,78929,MGT,,,,,,,,,2013-06-02,Redundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Office of the Government Chief Information Officer,Information Communication Technologies,SIP Opportunity Develop,BC112,Citizens' Services,112-0074,DO Talent and Capacity,185003,"TL, Workplace Strat & Planning",1000000,Band 3,,3,Nanaimo,Approved,R,P,N,30215330,"Fyfe,Jensen",,,,Y,,,,,,75248,75248,75248,75248,OEX,,,,,,,,,2012-03-27,Layoff (With Recall),,,777553,Leave,Auxilliary more than 1827,32,185003,RES O 18R,B6,4,Underimplemented,35,B,112-0074,,Int In,2018-09-29,2020-06-06,185003,B6,87614435,"Modoulamin,Franco",52911,BC112,112-0074,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps SE,  Salmon Arm",BC112,Citizens' Services,112-3606,"CS-SBC - SDOps SE,  Salmon Arm",508010,Intermed Programmer Analyst,1000000,ISL 24R,,13,Houston,Proposed,R,P,Y,92934959,"Daren,Kyro",,,,,,,,,,113872,113872,113872,113872,MGT,,,,,,,,,2012-02-15,Layoff (With Recall),,,498445,Active,Auxilliary more than 1827,49,508010,ADMN O 21R,27A,2,Standard,35,B,112-3606,,,,,,,,,,,,,,
Citizens Services,BC Data Service,BCDS Data Policy & Legislation ,BCDS Data Policy & Legislation,BC112,Citizens' Services,112-0182,BCDS Data Policy & Legislation,508013,Senior Technical Specialist,1000000,ISL 30R,11,3,Daajing Giids,Frozen,T,P,N,36210652,"Fabian,Idrees",Y,Y,Y,,125,,,,Ext In,70986,70986,70986,70986,OEX,,,,,,,,,2011-08-02,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Mail Lower Mainland,BC067,Product Services,067-5167,SS-PSD-BC Mail Lower Mainland,185001,Sr Print & Procurement Agent,1000000,Band 1,6,15,Courtenay,Frozen,T,P,N,57397327,"Abhinav,Etinosa",Y,Y,Y,Y,12,,,,,90179,90179,90179,90179,MGT,,,,,,,,,2016-09-05,Layoff (With Recall),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-KP Digital Publishing,BC067,Product Services,067-5000,SS-PSD-KP Digital Publishing,185003,"Manager, Technical Operations",1000000,Band 3,14,4,Daajing Giids,Approved,R,F,N,19334378,"Declain,Mikolaj",,,,,,,,,Int In,60991,60991,60991,60991,PEA,,,,,,,,,2018-07-12,Layoff (With Recall),,,729299,Leave W/Py,Regular,65,185003,FO 24R,15A,5,Standard,35,,067-5000,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Budgeting and Financial Reporting,SS-PSD-Budget & Financial Rpt,BC067,Product Services,067-5002,SS-PSD-Budget & Financial Rpt,508010,Data Administrator,1000000,ISL 24R,11,7,Atlin,Proposed,T,P,N,91563077,"Philip,Jack",,,,Y,,,,,,71722,71722,71722,71722,QP,,,,,,,,,2014-02-13,Resignation,,,310441,Leave W/Py,Auxilliary more than 1827,64,508010,EXEC ADMIN,B3,3,Underimplemented,35,,067-5002,,,,,,,,,,,,,,
Education and Child Care,Learning and Education Programs Division,Student Learning,,BC062,Education and Child Care,062-2034,Student Learning,183001,Senior Financial Analyst,1000000,APPL LEAD,,10,Hazelton,Frozen,R,F,N,06824783,"Riley,Lawlyn",Y,Y,,Y,84,,,,,98331,98331,98331,98331,QP,,,,,,,,,2013-05-11,Redundant,,,,,,,,,,,,,,,,Int In,2018-12-14,2020-01-23,183001,,50432598,"Duriel,Aedin",93446,BC062,062-2034,,,
Finance,Revenue Division,Receivables Management Office,Financial Operations and Collections Support,BC022,Ministry of Finance,022-0031,RD RMO FCS,185004,Director Gov Ent Network Srvcs,1000000,Band 4,,13,Ganges,Frozen,T,P,N,42633917,"Yuanyu,Lloyd",Y,Y,Y,,13,,,,,117175,117175,117175,117175,MGT,,,,,,,,,2010-07-01,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps INE,  Lillooet",BC112,Citizens' Services,112-3600,"CS-SBC - SDOps INE,  Lillooet",185002,Senior Auditor,1000000,Band 2,,,Kaslo,Approved,R,P,N,90082793,"Erencem,Monty",,,,,,,,,,51864,51864,51864,51864,QP,,,,,,,,,2019-09-30,Resignation,,,821950,Active,Auxilliary more than 1827,46,185002,FO-TMA 24R,05B,3,Temporary Market Adjustment,35,B,112-3600,,,,,,,,,,,,,,
Education and Child Care,Child Care Services,CHILD CARE CAPITAL FUNDING,,BC062,Education and Child Care,062-7326,CHILD CARE CAPITAL FUNDING,508011,Service Designer Lead,1000000,ISL 27R,5,,Mackenzie,Proposed,R,P,N,04046173,"Igor,Ramone",,,Y,,,,,,,74550,74550,74550,74550,GEU,,,,,,,,,2022-02-07,Layoff (With Recall),,,251732,Leave,Auxilliary more than 1827,50,508011,RPO 3,21A,1,Temporary Market Adjustment,35,B,062-7326,,Ext In,2017-08-16,2020-04-26,508011,21A,86974590,"Darl,Layton",93945,BC062,062-7326,,,
Citizens Services,Real Property Division,Client Services,CS-RPD-Client Services (Min),BC112,Citizens' Services,112-0562,CS-RPD-Client Services (Min),551504,Lean Analyst,1000000,ADMN O 21R,,,Ashcroft,Approved,R,F,Y,38064171,"Jadyn,Scott-Alexander",,,,,,,,,,87603,87603,87603,87603,GEU,,,,,,,,,2015-09-04,Resignation,,,805734,Active,Auxilliary less than 1827,44,551504,CLK 15R,04B,1,Standard,35,B,112-0562,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps NW,  Dease Lake",BC112,Citizens' Services,112-3638,"CS-SBC - SDOps NW,  Dease Lake",551154,Variable Data Print Op Aux,1000000,CLK PS 12R,,,Cranbrook,Approved,T,P,N,56079478,"Braydon,Manuel",,,,Y,,,,,Int Out,49824,49824,49824,49824,MGT,,,,,,,,,2021-11-24,Redundant,,,581325,Active,Regular,36,551154,IY INTERN,03A,2,Rehab Employment,35,,112-3638,,,,,,,,,,,,,,
Citizens Services,Service BC,Identity and Information Management,SBC Service & Tech Ops,BC112,Citizens' Services,112-6064,SBC Service & Tech Ops,185004,"Sr Dir, Portfolio Strat & Algn",1000000,Band 4,13,14,Vancouver,Approved,T,P,N,23401140,"Kevan,Munir",Y,Y,Y,Y,26,,,,,55937,55937,55937,55937,PEA,,,,,,,,,2017-07-12,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
